,batting_team,bowling_team,city,current_score,balls_left,wicket_left,crr,last_five,runs_x
31156,Chennai Super Kings,Rajasthan Royals,Chennai,88,68,8,10.153846153846153,56.0,246
36037,Chennai Super Kings,Mumbai Indians,Chennai,33,92,9,7.071428571428571,32.0,112
24248,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,35,74,7,4.565217391304348,24.0,126
15656,Rajasthan Royals,Chennai Super Kings,Sharjah,67,81,9,10.307692307692308,61.0,216
47502,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,122,29,8,8.043956043956044,44.0,170
27219,Chennai Super Kings,Rajasthan Royals,Centurion,105,29,6,6.923076923076923,22.0,164
26617,Kings XI Punjab,Kolkata Knight Riders,Durban,134,12,4,7.444444444444445,31.0,158
1577,Royal Challengers Bangalore,Mumbai Indians,Mumbai,102,46,6,8.27027027027027,44.0,162
13650,Kolkata Knight Riders,Mumbai Indians,Kolkata,89,66,10,9.88888888888889,58.0,232
13646,Kolkata Knight Riders,Mumbai Indians,Kolkata,77,70,10,9.24,53.0,232
38081,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,127,32,9,8.659090909090908,43.0,190
33986,Mumbai Indians,Rajasthan Royals,Jaipur,32,83,8,5.1891891891891895,23.0,94
27704,Royal Challengers Bangalore,Rajasthan Royals,Centurion,67,41,5,5.0886075949367084,27.0,105
12704,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,118,30,7,7.866666666666666,44.0,161
38537,Chennai Super Kings,Mumbai Indians,Mumbai,60,71,8,7.346938775510204,40.0,173
36786,Rajasthan Royals,Kolkata Knight Riders,Kolkata,37,88,10,6.9375,33.0,131
8082,Royal Challengers Bangalore,Chennai Super Kings,Chennai,30,87,8,5.454545454545454,29.0,70
22060,Royal Challengers Bangalore,Mumbai Indians,Dubai,112,35,8,7.905882352941177,30.0,201
27372,Royal Challengers Bangalore,Kings XI Punjab,Durban,143,1,1,7.2100840336134455,47.0,145
23387,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,76,68,6,8.76923076923077,47.0,135
56486,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,43,79,9,6.2926829268292686,32.0,138
13983,Chennai Super Kings,Delhi Capitals,Chennai,116,23,7,7.175257731958763,54.0,179
7329,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,58,86,10,10.235294117647058,49.0,172
17614,Mumbai Indians,Rajasthan Royals,Abu Dhabi,176,5,6,9.182608695652174,57.0,193
58615,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,153,20,5,9.18,38.0,208
28091,Kolkata Knight Riders,Royal Challengers Bangalore,Centurion,135,13,6,7.570093457943925,45.0,173
45640,Mumbai Indians,Royal Challengers Bangalore,Dubai,36,88,9,6.75,32.0,115
14004,Chennai Super Kings,Delhi Capitals,Chennai,164,3,6,8.41025641025641,62.0,179
55665,Royal Challengers Bangalore,Rajasthan Royals,Pune,115,29,8,7.582417582417582,47.0,180
40590,Royal Challengers Bangalore,Chennai Super Kings,Chennai,136,15,6,7.771428571428571,50.0,165
57051,Kolkata Knight Riders,Mumbai Indians,Mumbai,157,11,5,8.642201834862385,40.0,174
41899,Kings XI Punjab,Kolkata Knight Riders,Kolkata,78,52,8,6.882352941176471,33.0,149
22414,Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,112,48,9,9.333333333333334,35.0,189
40707,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,124,21,8,7.515151515151516,41.0,180
36047,Chennai Super Kings,Mumbai Indians,Chennai,44,82,8,6.947368421052632,37.0,112
1809,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,65,58,7,6.290322580645161,30.0,158
46996,Sunrisers Hyderabad,Mumbai Indians,Dubai,78,53,8,6.985074626865671,33.0,172
23077,Kings XI Punjab,Rajasthan Royals,Jaipur,156,3,2,8.0,43.0,166
29444,Chennai Super Kings,Kolkata Knight Riders,Kolkata,87,33,7,6.0,30.0,164
2960,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,114,18,4,6.705882352941177,27.0,125
30303,Rajasthan Royals,Kings XI Punjab,Chandigarh,105,43,8,8.181818181818182,40.0,183
35448,Kolkata Knight Riders,Mumbai Indians,Kolkata,90,57,7,8.571428571428571,46.0,175
11433,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,87,62,8,9.0,51.0,173
2592,Kolkata Knight Riders,Mumbai Indians,Bangalore,92,26,4,5.872340425531915,40.0,107
57245,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,74,62,9,7.655172413793103,44.0,185
10384,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,126,1,3,6.352941176470588,50.0,136
47781,Sunrisers Hyderabad,Rajasthan Royals,Ahmedabad,130,0,1,6.5,28.0,134
17798,Kings XI Punjab,Chennai Super Kings,Dubai,66,66,9,7.333333333333333,31.0,178
21827,Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,117,20,8,7.02,46.0,142
6616,Sunrisers Hyderabad,Chennai Super Kings,Pune,41,75,9,5.466666666666667,25.0,179
8941,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,37,81,9,5.6923076923076925,32.0,198
25121,Kolkata Knight Riders,Mumbai Indians,Mumbai,53,47,4,4.3561643835616435,24.0,67
17811,Kings XI Punjab,Chennai Super Kings,Dubai,90,53,9,8.059701492537313,41.0,178
29308,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,113,44,10,8.921052631578947,54.0,203
3560,Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,126,33,7,8.689655172413794,56.0,217
49807,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,45,88,9,8.4375,40.0,160
53325,Mumbai Indians,Rajasthan Royals,Mumbai,91,52,7,8.029411764705882,41.0,187
37860,Kings XI Punjab,Mumbai Indians,Chandigarh,153,5,7,7.982608695652174,61.0,168
5918,Rajasthan Royals,Kings XI Punjab,Indore,125,22,3,7.653061224489796,37.0,152
43798,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,105,23,4,6.494845360824742,40.0,150
51856,Kings XI Punjab,Kolkata Knight Riders,Pune,116,23,5,7.175257731958763,31.0,155
55247,Rajasthan Royals,Kolkata Knight Riders,Mumbai,95,66,9,10.555555555555555,50.0,199
48035,Mumbai Indians,Chennai Super Kings,Mumbai,156,1,5,7.8655462184873945,57.0,157
7607,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,66,56,6,6.1875,20.0,139
34558,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,203,2,4,10.322033898305085,49.0,205
56778,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,89,39,5,6.592592592592593,27.0,143
55750,Royal Challengers Bangalore,Chennai Super Kings,Ranchi,41,65,7,4.472727272727273,18.0,139
16286,Kolkata Knight Riders,Chennai Super Kings,Abu Dhabi,55,81,9,8.461538461538462,46.0,167
51071,Kings XI Punjab,Mumbai Indians,Mumbai,78,65,8,8.50909090909091,36.0,177
8225,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,107,50,10,9.17142857142857,47.0,181
16285,Kolkata Knight Riders,Chennai Super Kings,Abu Dhabi,54,82,9,8.526315789473685,46.0,167
39231,Kolkata Knight Riders,Chennai Super Kings,Kolkata,157,2,4,7.983050847457627,46.0,158
48484,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,90,50,8,7.714285714285714,35.0,205
8965,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,79,58,9,7.645161290322581,46.0,198
46348,Mumbai Indians,Chennai Super Kings,Dubai,141,0,3,7.05,33.0,141
30678,Rajasthan Royals,Chennai Super Kings,Ahmedabad,103,51,8,8.956521739130435,39.0,177
43490,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,54,80,9,8.1,48.0,223
14997,Sunrisers Hyderabad,Delhi Capitals,Visakhapatnam,160,1,5,8.067226890756302,56.0,162
28186,Kings XI Punjab,Mumbai Indians,Centurion,80,46,4,6.486486486486487,19.0,119
25316,Kolkata Knight Riders,Chennai Super Kings,Kolkata,45,73,8,5.74468085106383,30.0,149
28041,Kolkata Knight Riders,Royal Challengers Bangalore,Centurion,68,61,8,6.915254237288136,41.0,173
50618,Mumbai Indians,Kolkata Knight Riders,Kolkata,123,17,7,7.165048543689321,54.0,168
47342,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,67,62,8,6.931034482758621,29.0,155
2802,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,96,53,8,8.597014925373134,44.0,176
20511,Delhi Capitals,Mumbai Indians,Dubai,19,88,8,3.5625,18.0,110
16461,Royal Challengers Bangalore,Sunrisers Hyderabad,Sharjah,92,32,6,6.2727272727272725,32.0,120
34862,Kings XI Punjab,Mumbai Indians,Chandigarh,67,68,9,7.730769230769231,45.0,163
444,Sunrisers Hyderabad,Mumbai Indians,Mumbai,85,52,9,7.5,46.0,158
33173,Chennai Super Kings,Kings XI Punjab,Chandigarh,96,44,8,7.578947368421052,53.0,188
12526,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,61,84,8,10.166666666666666,51.0,159
14179,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,68,72,8,8.5,48.0,183
38539,Chennai Super Kings,Mumbai Indians,Mumbai,65,69,8,7.647058823529412,44.0,173
52249,Rajasthan Royals,Kings XI Punjab,Ahmedabad,174,6,5,9.157894736842104,43.0,191
20354,Chennai Super Kings,Rajasthan Royals,Abu Dhabi,125,0,5,6.25,36.0,125
36176,Rajasthan Royals,Kings XI Punjab,Jaipur,61,78,10,8.714285714285714,45.0,191
440,Sunrisers Hyderabad,Mumbai Indians,Mumbai,82,56,9,7.6875,52.0,158
58492,Sunrisers Hyderabad,Kolkata Knight Riders,Delhi,133,18,5,7.823529411764706,51.0,162
46779,Royal Challengers Bangalore,Kings XI Punjab,Dubai,99,25,3,6.252631578947368,25.0,124
47488,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,102,41,9,7.746835443037975,38.0,170
481,Sunrisers Hyderabad,Mumbai Indians,Mumbai,138,19,6,8.198019801980198,42.0,158
7258,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,107,33,7,7.379310344827586,37.0,164
2113,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,157,7,4,8.336283185840708,52.0,167
58228,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,111,63,10,11.68421052631579,59.0,211
58606,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,144,29,7,9.494505494505495,47.0,208
48457,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,57,77,10,7.953488372093023,40.0,205
2202,Kings XI Punjab,Mumbai Indians,Mumbai,147,42,8,11.307692307692308,41.0,230
575,Kings XI Punjab,Kolkata Knight Riders,Kolkata,97,52,8,8.558823529411764,38.0,170
54135,Sunrisers Hyderabad,Rajasthan Royals,Mumbai,93,51,8,8.08695652173913,37.0,201
52124,Mumbai Indians,Royal Challengers Bangalore,Bangalore,199,5,4,10.382608695652173,78.0,209
33385,Chennai Super Kings,Royal Challengers Bangalore,Chennai,51,81,9,7.846153846153846,47.0,183
3927,Rajasthan Royals,Kolkata Knight Riders,Jaipur,106,38,7,7.7560975609756095,44.0,160
123,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,201,1,6,10.134453781512605,50.0,207
3283,Kings XI Punjab,Royal Challengers Bangalore,Bengaluru,80,65,7,8.727272727272727,38.0,155
12648,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,41,86,9,7.235294117647059,40.0,161
50459,Kings XI Punjab,Kolkata Knight Riders,Bangalore,67,53,8,6.0,34.0,199
51632,Sunrisers Hyderabad,Rajasthan Royals,Visakhapatnam,127,0,5,6.35,37.0,127
57167,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,161,18,7,9.470588235294118,63.0,194
41383,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,34,78,8,4.857142857142857,24.0,117
56692,Royal Challengers Bangalore,Mumbai Indians,Mumbai,169,3,5,8.666666666666666,64.0,170
40843,Kings XI Punjab,Rajasthan Royals,Jaipur,120,11,2,6.605504587155964,43.0,124
46754,Royal Challengers Bangalore,Kings XI Punjab,Dubai,78,50,5,6.685714285714286,30.0,124
28159,Kings XI Punjab,Mumbai Indians,Centurion,62,73,7,7.914893617021277,40.0,119
23893,Rajasthan Royals,Kolkata Knight Riders,Jaipur,93,58,8,9.0,55.0,196
19321,Royal Challengers Bangalore,Chennai Super Kings,Dubai,85,37,7,6.144578313253012,31.0,169
53873,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,75,62,9,7.758620689655173,34.0,167
15323,Delhi Capitals,Kings XI Punjab,Dubai,65,47,7,5.342465753424658,36.0,157
10436,Royal Challengers Bangalore,Delhi Capitals,Bengaluru,47,72,8,5.875,28.0,149
55368,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,39,71,7,4.775510204081633,29.0,113
10701,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,56,57,9,5.333333333333333,30.0,150
38517,Chennai Super Kings,Mumbai Indians,Mumbai,46,89,10,8.903225806451612,42.0,173
47841,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,90,70,8,10.8,54.0,198
7115,Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,104,51,8,9.043478260869565,54.0,218
4760,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,49,72,7,6.125,33.0,132
13170,Kolkata Knight Riders,Rajasthan Royals,Kolkata,63,57,7,6.0,31.0,175
54590,Chennai Super Kings,Rajasthan Royals,Chennai,22,91,8,4.551724137931035,22.0,157
1619,Royal Challengers Bangalore,Mumbai Indians,Mumbai,158,4,5,8.172413793103448,47.0,162
17467,Kings XI Punjab,Royal Challengers Bangalore,Dubai,130,26,7,8.297872340425531,36.0,206
54042,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,190,21,9,11.515151515151516,68.0,226
6182,Rajasthan Royals,Kings XI Punjab,Jaipur,152,5,5,7.930434782608696,36.0,158
12337,Mumbai Indians,Rajasthan Royals,Jaipur,112,28,7,7.304347826086956,29.0,161
18602,Delhi Capitals,Royal Challengers Bangalore,Dubai,185,5,6,9.652173913043478,56.0,196
8434,Kings XI Punjab,Rajasthan Royals,Jaipur,31,88,9,5.8125,26.0,184
35104,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,41,73,7,5.23404255319149,21.0,89
494,Sunrisers Hyderabad,Mumbai Indians,Mumbai,152,7,4,8.070796460176991,40.0,158
52728,Mumbai Indians,Sunrisers Hyderabad,Mumbai,126,20,5,7.56,36.0,157
28336,Chennai Super Kings,Royal Challengers Bangalore,Durban,110,21,5,6.666666666666667,22.0,129
3087,Kolkata Knight Riders,Chennai Super Kings,Chennai,164,15,5,9.371428571428572,58.0,202
41818,Sunrisers Hyderabad,Chennai Super Kings,Chennai,122,13,4,6.841121495327103,41.0,159
29783,Mumbai Indians,Royal Challengers Bangalore,Mumbai,70,65,8,7.636363636363637,38.0,151
53216,Chennai Super Kings,Kolkata Knight Riders,Chennai,93,35,5,6.564705882352941,26.0,134
57258,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,96,49,8,8.112676056338028,46.0,185
56998,Kolkata Knight Riders,Mumbai Indians,Mumbai,80,64,8,8.571428571428571,36.0,174
30814,Kings XI Punjab,Mumbai Indians,Mumbai,109,38,6,7.975609756097561,35.0,163
44431,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,159,9,7,8.594594594594595,34.0,190
40216,Rajasthan Royals,Kolkata Knight Riders,Jaipur,106,19,5,6.297029702970297,37.0,144
27297,Royal Challengers Bangalore,Kings XI Punjab,Durban,48,74,7,6.260869565217392,40.0,145
2611,Kolkata Knight Riders,Mumbai Indians,Bangalore,107,8,1,5.732142857142857,24.0,107
35234,Mumbai Indians,Rajasthan Royals,Mumbai,100,23,7,6.185567010309279,35.0,133
26172,Kings XI Punjab,Chennai Super Kings,Mumbai,35,83,6,5.675675675675675,27.0,112
10707,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,64,51,8,5.565217391304348,35.0,150
18782,Chennai Super Kings,Mumbai Indians,Sharjah,33,71,4,4.040816326530612,19.0,114
56875,Mumbai Indians,Kings XI Punjab,Chandigarh,70,65,9,7.636363636363637,51.0,189
21689,Royal Challengers Bangalore,Chennai Super Kings,Dubai,98,33,8,6.758620689655173,31.0,145
48157,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,180,4,6,9.310344827586206,76.0,190
3336,Kings XI Punjab,Royal Challengers Bangalore,Bengaluru,142,12,2,7.888888888888889,40.0,155
32099,Kolkata Knight Riders,Chennai Super Kings,Chennai,128,8,3,6.857142857142857,39.0,139
16827,Royal Challengers Bangalore,Delhi Capitals,Abu Dhabi,83,41,8,6.30379746835443,30.0,152
33158,Chennai Super Kings,Kings XI Punjab,Chandigarh,70,58,8,6.774193548387097,41.0,188
16468,Royal Challengers Bangalore,Sunrisers Hyderabad,Sharjah,99,25,6,6.252631578947368,28.0,120
9206,Kolkata Knight Riders,Delhi Capitals,Delhi,62,64,5,6.642857142857143,40.0,185
16534,Mumbai Indians,Kings XI Punjab,Abu Dhabi,41,82,8,6.473684210526316,33.0,191
3077,Kolkata Knight Riders,Chennai Super Kings,Chennai,138,25,5,8.715789473684211,43.0,202
47354,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,83,51,8,7.217391304347826,32.0,155
53336,Mumbai Indians,Rajasthan Royals,Mumbai,100,41,7,7.594936708860759,40.0,187
41025,Rajasthan Royals,Mumbai Indians,Jaipur,72,67,9,8.150943396226415,43.0,179
47587,Mumbai Indians,Royal Challengers Bangalore,Mumbai,74,69,8,8.705882352941176,41.0,187
33382,Chennai Super Kings,Royal Challengers Bangalore,Chennai,45,84,10,7.5,43.0,183
8263,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,158,12,7,8.777777777777779,40.0,181
43563,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,193,11,7,10.623853211009175,74.0,223
18528,Delhi Capitals,Royal Challengers Bangalore,Dubai,74,73,9,9.446808510638299,44.0,196
27404,Kolkata Knight Riders,Kings XI Punjab,Port Elizabeth,23,92,9,4.928571428571429,23.0,153
11047,Rajasthan Royals,Chennai Super Kings,Jaipur,56,80,7,8.4,32.0,151
44665,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,47,72,8,5.875,28.0,130
11722,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,125,25,6,7.894736842105263,29.0,155
15047,Delhi Capitals,Chennai Super Kings,Visakhapatnam,46,75,8,6.133333333333334,25.0,147
24995,Kings XI Punjab,Rajasthan Royals,Chandigarh,121,45,10,9.68,51.0,221
55251,Rajasthan Royals,Kolkata Knight Riders,Mumbai,105,62,9,10.862068965517242,53.0,199
16154,Delhi Capitals,Rajasthan Royals,Sharjah,50,85,8,8.571428571428571,39.0,184
38650,Mumbai Indians,Royal Challengers Bangalore,Mumbai,28,81,8,4.3076923076923075,26.0,141
50856,Chennai Super Kings,Sunrisers Hyderabad,Chennai,140,35,8,9.882352941176471,57.0,209
28712,Chennai Super Kings,Kolkata Knight Riders,Centurion,155,15,7,8.857142857142858,45.0,188
47489,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,104,40,9,7.8,36.0,170
48853,Mumbai Indians,Rajasthan Royals,Ahmedabad,84,56,10,7.875,44.0,178
25000,Kings XI Punjab,Rajasthan Royals,Chandigarh,132,40,10,9.9,55.0,221
27093,Kings XI Punjab,Mumbai Indians,Durban,84,32,5,5.7272727272727275,34.0,119
8718,Kolkata Knight Riders,Kings XI Punjab,Kolkata,91,55,8,8.4,38.0,218
33320,Rajasthan Royals,Kolkata Knight Riders,Jaipur,110,25,7,6.947368421052632,35.0,159
1839,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,106,28,6,6.913043478260869,41.0,158
53225,Chennai Super Kings,Kolkata Knight Riders,Chennai,103,26,5,6.574468085106383,26.0,134
44241,Mumbai Indians,Rajasthan Royals,Mumbai,66,71,9,8.081632653061224,41.0,166
13158,Kolkata Knight Riders,Rajasthan Royals,Kolkata,42,69,7,4.9411764705882355,23.0,175
4758,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,47,74,7,6.130434782608695,31.0,132
29702,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,137,22,6,8.387755102040817,39.0,168
51464,Chennai Super Kings,Kolkata Knight Riders,Kolkata,104,43,5,8.103896103896103,24.0,165
10714,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,76,44,8,6.0,42.0,150
23133,Chennai Super Kings,Mumbai Indians,Chennai,64,72,8,8.0,30.0,208
2557,Kolkata Knight Riders,Mumbai Indians,Bangalore,43,60,5,4.3,18.0,107
21941,Delhi Capitals,Kings XI Punjab,Dubai,117,30,7,7.8,34.0,164
47454,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,61,75,9,8.133333333333333,41.0,170
24855,Chennai Super Kings,Mumbai Indians,Mumbai,57,58,6,5.516129032258065,30.0,156
47872,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,132,40,6,9.9,40.0,198
53648,Mumbai Indians,Kings XI Punjab,Chandigarh,116,40,9,8.7,42.0,172
10059,Royal Challengers Bangalore,Kolkata Knight Riders,Bengaluru,63,74,10,8.217391304347826,37.0,205
14986,Sunrisers Hyderabad,Delhi Capitals,Visakhapatnam,141,11,6,7.761467889908257,51.0,162
34521,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,142,39,9,10.518518518518519,61.0,205
11571,Kolkata Knight Riders,Chennai Super Kings,Kolkata,83,51,7,7.217391304347826,26.0,161
27316,Royal Challengers Bangalore,Kings XI Punjab,Durban,67,56,7,6.28125,30.0,145
24509,Royal Challengers Bangalore,Mumbai Indians,Bangalore,85,35,3,6.0,37.0,122
19402,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,33,85,8,5.6571428571428575,29.0,148
54098,Sunrisers Hyderabad,Rajasthan Royals,Mumbai,54,87,9,9.818181818181818,49.0,201
16349,Kolkata Knight Riders,Chennai Super Kings,Abu Dhabi,140,19,4,8.316831683168317,35.0,167
14988,Sunrisers Hyderabad,Delhi Capitals,Visakhapatnam,147,9,5,7.945945945945946,56.0,162
7275,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,131,16,7,7.5576923076923075,38.0,164
32044,Kolkata Knight Riders,Chennai Super Kings,Chennai,51,60,6,5.1,30.0,139
26062,Mumbai Indians,Rajasthan Royals,Jaipur,49,68,10,5.653846153846154,33.0,145
29076,Mumbai Indians,Rajasthan Royals,Mumbai,167,26,7,10.659574468085106,61.0,212
9315,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,65,78,10,9.285714285714286,44.0,231
19038,Kolkata Knight Riders,Kings XI Punjab,Abu Dhabi,48,67,8,5.433962264150943,33.0,164
43922,Royal Challengers Bangalore,Kolkata Knight Riders,Ranchi,98,20,5,5.88,37.0,115
55269,Rajasthan Royals,Kolkata Knight Riders,Mumbai,118,45,8,9.44,35.0,199
57630,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,86,47,7,7.068493150684931,24.0,175
88,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,137,34,8,9.55813953488372,51.0,207
34753,Chennai Super Kings,Rajasthan Royals,Jaipur,93,53,9,8.328358208955224,36.0,196
40845,Kings XI Punjab,Rajasthan Royals,Jaipur,124,9,2,6.702702702702703,45.0,124
37975,Kings XI Punjab,Chennai Super Kings,Chennai,138,15,5,7.885714285714286,38.0,156
51339,Mumbai Indians,Rajasthan Royals,Ahmedabad,57,45,6,4.56,21.0,164
19906,Kolkata Knight Riders,Rajasthan Royals,Dubai,64,77,9,8.930232558139535,51.0,191
25716,Royal Challengers Bangalore,Chennai Super Kings,Chennai,58,43,6,4.51948051948052,26.0,126
51793,Kings XI Punjab,Kolkata Knight Riders,Pune,48,83,7,7.783783783783784,45.0,155
46602,Sunrisers Hyderabad,Chennai Super Kings,Sharjah,46,79,8,6.7317073170731705,32.0,145
24063,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,140,17,5,8.155339805825243,38.0,178
48759,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,113,25,5,7.136842105263158,29.0,142
56540,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,97,29,5,6.395604395604396,38.0,138
44916,Sunrisers Hyderabad,Rajasthan Royals,Delhi,48,61,8,4.88135593220339,31.0,132
38335,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,129,24,8,8.0625,57.0,158
12855,Rajasthan Royals,Delhi Capitals,Jaipur,187,3,6,9.58974358974359,43.0,191
40950,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,112,18,3,6.588235294117647,34.0,157
34849,Kings XI Punjab,Mumbai Indians,Chandigarh,45,80,9,6.75,38.0,163
18706,Kolkata Knight Riders,Kings XI Punjab,Sharjah,114,24,3,7.125,13.0,149
6899,Kings XI Punjab,Royal Challengers Bangalore,Indore,78,49,4,6.591549295774648,28.0,88
8393,Delhi Capitals,Mumbai Indians,Mumbai,197,5,4,10.278260869565218,78.0,213
40662,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,69,65,9,7.527272727272727,37.0,180
57652,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,127,25,7,8.021052631578947,49.0,175
13957,Chennai Super Kings,Delhi Capitals,Chennai,69,48,9,5.75,32.0,179
2768,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,45,87,9,8.181818181818182,35.0,176
1088,Kings XI Punjab,Mumbai Indians,Indore,101,40,8,7.575,40.0,198
1605,Royal Challengers Bangalore,Mumbai Indians,Mumbai,132,18,5,7.764705882352941,36.0,162
21577,Delhi Capitals,Rajasthan Royals,Dubai,134,22,6,8.204081632653061,39.0,161
3754,Mumbai Indians,Royal Challengers Bangalore,Mumbai,60,86,8,10.588235294117647,57.0,213
6517,Kolkata Knight Riders,Kings XI Punjab,Indore,129,49,7,10.901408450704226,58.0,245
54029,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,154,34,9,10.744186046511627,51.0,226
46153,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,66,72,8,8.25,43.0,150
53862,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,68,73,9,8.680851063829786,44.0,167
27331,Royal Challengers Bangalore,Kings XI Punjab,Durban,84,42,5,6.461538461538462,32.0,145
52233,Rajasthan Royals,Kings XI Punjab,Ahmedabad,151,20,7,9.06,55.0,191
4871,Chennai Super Kings,Mumbai Indians,Pune,55,83,9,8.91891891891892,47.0,169
18480,Rajasthan Royals,Sunrisers Hyderabad,Dubai,148,0,4,7.4,39.0,154
6393,Chennai Super Kings,Rajasthan Royals,Jaipur,110,46,8,8.91891891891892,48.0,176
37038,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,44,82,10,6.947368421052632,38.0,195
43690,Kings XI Punjab,Rajasthan Royals,Chandigarh,136,9,7,7.351351351351352,34.0,145
43747,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,51,74,8,6.6521739130434785,29.0,150
19897,Kolkata Knight Riders,Rajasthan Royals,Dubai,51,85,9,8.742857142857142,50.0,191
58261,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,203,35,7,14.329411764705883,86.0,211
9363,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,164,31,10,11.0561797752809,59.0,231
40607,Royal Challengers Bangalore,Chennai Super Kings,Chennai,165,0,4,8.25,45.0,165
7639,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,90,27,4,5.806451612903226,24.0,139
7615,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,69,50,5,5.914285714285715,18.0,139
