,batting_team,bowling_team,city,current_score,balls_left,wicket_left,crr,last_five,runs_x
25674,Royal Challengers Bangalore,Chennai Super Kings,Chennai,23,84,8,3.8333333333333335,17.0,126
36719,Royal Challengers Bangalore,Chennai Super Kings,Chennai,144,31,9,9.707865168539326,48.0,205
39349,Kolkata Knight Riders,Mumbai Indians,Mumbai,125,11,3,6.8807339449541285,35.0,140
41503,Rajasthan Royals,Chennai Super Kings,Chennai,71,77,10,9.906976744186046,54.0,185
9473,Chennai Super Kings,Rajasthan Royals,Chennai,83,42,7,6.384615384615385,45.0,175
34069,Mumbai Indians,Rajasthan Royals,Jaipur,87,3,2,4.461538461538462,22.0,94
33010,Royal Challengers Bangalore,Mumbai Indians,Bangalore,25,83,8,4.054054054054054,23.0,140
8380,Delhi Capitals,Mumbai Indians,Mumbai,161,18,5,9.470588235294118,59.0,213
34176,Kings XI Punjab,Kolkata Knight Riders,Kolkata,98,20,5,5.88,33.0,119
36868,Rajasthan Royals,Kolkata Knight Riders,Kolkata,113,10,5,6.163636363636364,34.0,131
57269,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,109,38,7,7.975609756097561,46.0,185
13589,Delhi Capitals,Royal Challengers Bangalore,Delhi,163,7,5,8.654867256637168,53.0,187
53985,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,77,74,10,10.043478260869565,32.0,226
23573,Kolkata Knight Riders,Chennai Super Kings,Chennai,129,8,2,6.910714285714286,37.0,147
46533,Kings XI Punjab,Kolkata Knight Riders,Abu Dhabi,112,28,4,7.304347826086956,34.0,132
52939,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,76,60,7,7.6,30.0,150
3204,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,123,21,5,7.454545454545454,41.0,147
47239,Kings XI Punjab,Mumbai Indians,Mumbai,101,42,7,7.769230769230769,44.0,168
26996,Kolkata Knight Riders,Royal Challengers Bangalore,Durban,134,5,4,6.991304347826087,44.0,139
23492,Kolkata Knight Riders,Chennai Super Kings,Chennai,61,85,7,10.457142857142857,53.0,147
49643,Kings XI Punjab,Rajasthan Royals,Chandigarh,169,5,6,8.817391304347826,51.0,179
11833,Kings XI Punjab,Rajasthan Royals,Chandigarh,114,36,8,8.142857142857142,46.0,182
26693,Royal Challengers Bangalore,Kings XI Punjab,Durban,71,59,7,6.983606557377049,23.0,168
54511,Royal Challengers Bangalore,Mumbai Indians,Mumbai,115,47,9,9.452054794520548,66.0,235
49234,Kings XI Punjab,Mumbai Indians,Chandigarh,98,45,6,7.84,36.0,156
37779,Kings XI Punjab,Mumbai Indians,Chandigarh,44,81,9,6.769230769230769,36.0,168
9857,Mumbai Indians,Chennai Super Kings,Mumbai,93,30,7,6.2,36.0,170
1339,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,142,36,9,10.142857142857142,42.0,207
46679,Sunrisers Hyderabad,Chennai Super Kings,Sharjah,134,5,5,6.991304347826087,38.0,145
559,Kings XI Punjab,Kolkata Knight Riders,Kolkata,76,68,8,8.76923076923077,29.0,170
34384,Rajasthan Royals,Chennai Super Kings,Chennai,90,53,9,8.059701492537313,42.0,147
9251,Kolkata Knight Riders,Delhi Capitals,Delhi,143,21,5,8.666666666666666,59.0,185
8864,Mumbai Indians,Royal Challengers Bangalore,Bengaluru,129,33,7,8.89655172413793,49.0,187
43681,Kings XI Punjab,Rajasthan Royals,Chandigarh,127,18,7,7.470588235294118,34.0,145
6776,Mumbai Indians,Rajasthan Royals,Mumbai,99,47,8,8.136986301369863,43.0,168
9134,Mumbai Indians,Kings XI Punjab,Chandigarh,151,13,5,8.467289719626168,31.0,176
37786,Kings XI Punjab,Mumbai Indians,Chandigarh,46,74,8,6.0,27.0,168
3069,Kolkata Knight Riders,Chennai Super Kings,Chennai,121,33,5,8.344827586206897,33.0,202
32339,Mumbai Indians,Royal Challengers Bangalore,Bangalore,152,18,6,8.941176470588236,57.0,191
39597,Chennai Super Kings,Mumbai Indians,Bangalore,141,18,5,8.294117647058824,59.0,187
31581,Kings XI Punjab,Rajasthan Royals,Jaipur,131,25,5,8.273684210526316,28.0,153
34596,Chennai Super Kings,Kolkata Knight Riders,Kolkata,15,84,8,2.5,14.0,114
47564,Mumbai Indians,Royal Challengers Bangalore,Mumbai,41,88,9,7.6875,40.0,187
1373,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,200,3,7,10.256410256410257,49.0,207
45655,Mumbai Indians,Royal Challengers Bangalore,Dubai,55,74,8,7.173913043478261,37.0,115
5635,Royal Challengers Bangalore,Chennai Super Kings,Pune,69,59,7,6.786885245901639,32.0,127
43163,Mumbai Indians,Chennai Super Kings,Mumbai,78,34,6,5.441860465116279,32.0,139
30385,Chennai Super Kings,Mumbai Indians,Mumbai,50,86,8,8.823529411764707,44.0,180
19959,Kolkata Knight Riders,Rajasthan Royals,Dubai,145,25,4,9.157894736842104,57.0,191
55664,Royal Challengers Bangalore,Rajasthan Royals,Pune,113,30,8,7.533333333333333,49.0,180
4786,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,68,47,7,5.589041095890411,26.0,132
53227,Chennai Super Kings,Kolkata Knight Riders,Chennai,105,24,5,6.5625,26.0,134
34311,Mumbai Indians,Kings XI Punjab,Mumbai,148,6,6,7.7894736842105265,43.0,159
53635,Mumbai Indians,Kings XI Punjab,Chandigarh,103,53,10,9.223880597014926,50.0,172
55046,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,90,77,9,12.55813953488372,65.0,135
15575,Mumbai Indians,Sunrisers Hyderabad,Sharjah,87,41,5,6.6075949367088604,27.0,149
18589,Delhi Capitals,Royal Challengers Bangalore,Dubai,164,15,7,9.371428571428572,62.0,196
30414,Chennai Super Kings,Mumbai Indians,Mumbai,88,57,8,8.380952380952381,39.0,180
24462,Royal Challengers Bangalore,Mumbai Indians,Bangalore,38,80,8,5.7,28.0,122
3669,Kings XI Punjab,Chennai Super Kings,Chandigarh,129,49,8,10.901408450704226,43.0,197
36741,Royal Challengers Bangalore,Chennai Super Kings,Chennai,184,12,7,10.222222222222221,50.0,205
24011,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,78,68,9,9.0,46.0,178
42487,Mumbai Indians,Kings XI Punjab,Mumbai,36,84,9,6.0,34.0,174
32893,Chennai Super Kings,Kolkata Knight Riders,Chennai,51,79,9,7.463414634146342,40.0,153
43024,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,76,44,9,6.0,38.0,174
30667,Rajasthan Royals,Chennai Super Kings,Ahmedabad,94,62,9,9.724137931034482,46.0,177
3096,Kolkata Knight Riders,Chennai Super Kings,Chennai,187,7,4,9.929203539823009,69.0,202
47222,Kings XI Punjab,Mumbai Indians,Mumbai,72,58,8,6.967741935483871,36.0,168
18846,Chennai Super Kings,Mumbai Indians,Sharjah,96,9,2,5.1891891891891895,30.0,114
49446,Chennai Super Kings,Sunrisers Hyderabad,Ranchi,68,78,8,9.714285714285714,44.0,185
58433,Sunrisers Hyderabad,Kolkata Knight Riders,Delhi,48,77,9,6.6976744186046515,35.0,162
47819,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,51,88,10,9.5625,41.0,198
49580,Kings XI Punjab,Rajasthan Royals,Chandigarh,74,67,8,8.377358490566039,38.0,179
58465,Sunrisers Hyderabad,Kolkata Knight Riders,Delhi,93,45,7,7.44,43.0,162
44345,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,41,90,10,8.2,41.0,190
54116,Sunrisers Hyderabad,Rajasthan Royals,Mumbai,67,70,9,8.04,33.0,201
15449,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,40,47,5,3.287671232876712,17.0,84
30306,Rajasthan Royals,Kings XI Punjab,Chandigarh,115,41,7,8.734177215189874,41.0,183
25744,Royal Challengers Bangalore,Chennai Super Kings,Chennai,100,15,4,5.714285714285714,44.0,126
1966,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,105,25,6,6.631578947368421,44.0,138
43438,Mumbai Indians,Kolkata Knight Riders,Mumbai,144,9,5,7.783783783783784,45.0,170
25816,Rajasthan Royals,Chennai Super Kings,Chennai,95,65,10,10.363636363636363,48.0,211
16666,Kolkata Knight Riders,Rajasthan Royals,Dubai,62,75,9,8.266666666666667,48.0,174
37057,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,59,63,10,6.2105263157894735,33.0,195
47720,Sunrisers Hyderabad,Rajasthan Royals,Ahmedabad,73,60,7,7.3,27.0,134
58371,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,155,18,5,9.117647058823529,53.0,171
39039,Royal Challengers Bangalore,Mumbai Indians,Bangalore,60,67,7,6.7924528301886795,41.0,171
31198,Chennai Super Kings,Rajasthan Royals,Chennai,183,27,8,11.806451612903226,88.0,246
47344,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,71,60,8,7.1,32.0,155
46382,Royal Challengers Bangalore,Rajasthan Royals,Abu Dhabi,17,86,5,3.0,16.0,70
52173,Rajasthan Royals,Kings XI Punjab,Ahmedabad,49,79,10,7.170731707317073,35.0,191
1093,Kings XI Punjab,Mumbai Indians,Indore,117,35,8,8.258823529411766,51.0,198
23199,Chennai Super Kings,Mumbai Indians,Chennai,188,8,7,10.071428571428571,57.0,208
33290,Rajasthan Royals,Kolkata Knight Riders,Jaipur,75,54,9,6.818181818181818,43.0,159
44697,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,79,40,7,5.925,28.0,130
27442,Kolkata Knight Riders,Kings XI Punjab,Port Elizabeth,58,54,8,5.2727272727272725,30.0,153
19327,Royal Challengers Bangalore,Chennai Super Kings,Dubai,95,31,6,6.404494382022472,31.0,169
26080,Mumbai Indians,Rajasthan Royals,Jaipur,74,50,9,6.3428571428571425,35.0,145
39805,Royal Challengers Bangalore,Mumbai Indians,Bangalore,63,58,7,6.096774193548387,33.0,156
21043,Delhi Capitals,Chennai Super Kings,Dubai,98,51,9,8.521739130434783,59.0,175
23567,Kolkata Knight Riders,Chennai Super Kings,Chennai,123,14,3,6.962264150943396,36.0,147
34893,Kings XI Punjab,Mumbai Indians,Chandigarh,111,38,8,8.121951219512194,44.0,163
4274,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,38,71,8,4.653061224489796,24.0,182
43632,Kings XI Punjab,Rajasthan Royals,Chandigarh,66,65,9,7.2,41.0,145
3065,Kolkata Knight Riders,Chennai Super Kings,Chennai,117,37,5,8.457831325301205,31.0,202
23032,Kings XI Punjab,Rajasthan Royals,Jaipur,97,48,6,8.083333333333334,37.0,166
3579,Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,157,17,7,9.145631067961165,50.0,217
5631,Royal Challengers Bangalore,Chennai Super Kings,Pune,67,63,7,7.052631578947368,34.0,127
8586,Delhi Capitals,Chennai Super Kings,Delhi,63,63,9,6.631578947368421,27.0,147
4622,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,52,85,9,8.914285714285715,47.0,205
16243,Delhi Capitals,Rajasthan Royals,Sharjah,184,1,2,9.277310924369749,58.0,184
14425,Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,61,72,7,7.625,32.0,175
23283,Kings XI Punjab,Mumbai Indians,Chandigarh,111,47,7,9.123287671232877,37.0,182
36849,Rajasthan Royals,Kolkata Knight Riders,Kolkata,95,26,7,6.0638297872340425,34.0,131
912,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,25,91,10,5.172413793103448,25.0,159
22702,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,185,10,7,10.090909090909092,59.0,222
42694,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,115,5,6,6.0,31.0,129
1041,Kings XI Punjab,Mumbai Indians,Indore,46,85,9,7.885714285714286,40.0,198
38648,Mumbai Indians,Royal Challengers Bangalore,Mumbai,26,83,8,4.216216216216216,25.0,141
51316,Mumbai Indians,Rajasthan Royals,Ahmedabad,39,68,7,4.5,15.0,164
16650,Kolkata Knight Riders,Rajasthan Royals,Dubai,36,90,9,7.2,36.0,174
6243,Mumbai Indians,Kolkata Knight Riders,Kolkata,62,65,8,6.763636363636364,32.0,210
33980,Mumbai Indians,Rajasthan Royals,Jaipur,29,89,8,5.612903225806452,24.0,94
15246,Mumbai Indians,Chennai Super Kings,Hyderabad,145,1,2,7.310924369747899,44.0,149
31085,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,140,18,7,8.235294117647058,50.0,181
28277,Chennai Super Kings,Royal Challengers Bangalore,Durban,54,80,8,8.1,36.0,129
17723,Kolkata Knight Riders,Sunrisers Hyderabad,Abu Dhabi,117,19,6,6.9504950495049505,29.0,163
42935,Rajasthan Royals,Kolkata Knight Riders,Kolkata,119,12,5,6.611111111111111,29.0,132
46922,Rajasthan Royals,Kolkata Knight Riders,Abu Dhabi,143,6,6,7.526315789473684,44.0,152
34801,Chennai Super Kings,Rajasthan Royals,Jaipur,188,6,7,9.894736842105264,59.0,196
50297,Kings XI Punjab,Chennai Super Kings,Mumbai,65,88,10,12.1875,59.0,226
19930,Kolkata Knight Riders,Rajasthan Royals,Dubai,89,53,7,7.970149253731344,33.0,191
34420,Rajasthan Royals,Chennai Super Kings,Chennai,126,17,6,7.339805825242719,34.0,147
25473,Kolkata Knight Riders,Rajasthan Royals,Kolkata,83,41,7,6.30379746835443,37.0,147
2535,Kolkata Knight Riders,Mumbai Indians,Bangalore,30,82,7,4.7368421052631575,25.0,107
40827,Kings XI Punjab,Rajasthan Royals,Jaipur,91,26,4,5.808510638297872,30.0,124
41017,Rajasthan Royals,Mumbai Indians,Jaipur,63,74,9,8.217391304347826,43.0,179
13416,Sunrisers Hyderabad,Rajasthan Royals,Jaipur,90,57,9,8.571428571428571,45.0,160
3940,Rajasthan Royals,Kolkata Knight Riders,Jaipur,121,25,6,7.6421052631578945,44.0,160
20972,Mumbai Indians,Sunrisers Hyderabad,Sharjah,202,1,5,10.184873949579831,55.0,208
18650,Kolkata Knight Riders,Kings XI Punjab,Sharjah,66,78,7,9.428571428571429,52.0,149
51576,Sunrisers Hyderabad,Rajasthan Royals,Visakhapatnam,62,55,7,5.723076923076923,27.0,127
24590,Chennai Super Kings,Kings XI Punjab,Chennai,67,75,7,8.933333333333334,45.0,181
1247,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,129,10,1,7.036363636363636,30.0,131
953,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,67,51,7,5.826086956521739,29.0,159
56515,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,67,51,7,5.826086956521739,24.0,138
14812,Chennai Super Kings,Mumbai Indians,Chennai,52,58,7,5.032258064516129,25.0,131
58223,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,96,68,10,11.076923076923077,61.0,211
22626,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,61,84,9,10.166666666666666,58.0,222
22443,Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,154,21,8,9.333333333333334,43.0,189
11939,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,83,52,8,7.323529411764706,40.0,132
1487,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,184,13,8,10.317757009345794,45.0,209
24374,Rajasthan Royals,Mumbai Indians,Mumbai,73,68,8,8.423076923076923,45.0,103
40279,Kings XI Punjab,Chennai Super Kings,Chandigarh,51,77,7,7.116279069767442,33.0,138
40442,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,105,37,7,7.590361445783133,38.0,154
26050,Mumbai Indians,Rajasthan Royals,Jaipur,39,80,10,5.85,33.0,145
1059,Kings XI Punjab,Mumbai Indians,Indore,62,67,9,7.018867924528302,30.0,198
15225,Mumbai Indians,Chennai Super Kings,Hyderabad,112,22,5,6.857142857142857,30.0,149
45011,Rajasthan Royals,Mumbai Indians,Kolkata,32,90,10,6.4,32.0,165
1046,Kings XI Punjab,Mumbai Indians,Indore,50,80,9,7.5,37.0,198
23311,Kings XI Punjab,Mumbai Indians,Chandigarh,152,19,5,9.029702970297029,43.0,182
11040,Rajasthan Royals,Chennai Super Kings,Jaipur,54,87,7,9.818181818181818,49.0,151
16443,Royal Challengers Bangalore,Sunrisers Hyderabad,Sharjah,76,49,6,6.422535211267606,38.0,120
38455,Rajasthan Royals,Kings XI Punjab,Chandigarh,126,29,7,8.307692307692308,32.0,177
10247,Chennai Super Kings,Kings XI Punjab,Chennai,122,13,7,6.841121495327103,25.0,160
3694,Kings XI Punjab,Chennai Super Kings,Chandigarh,160,24,5,10.0,40.0,197
44303,Mumbai Indians,Rajasthan Royals,Mumbai,155,12,4,8.61111111111111,44.0,166
26074,Mumbai Indians,Rajasthan Royals,Jaipur,67,56,10,6.28125,39.0,145
47512,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,138,19,7,8.198019801980198,46.0,170
56856,Mumbai Indians,Kings XI Punjab,Chandigarh,40,83,9,6.486486486486487,34.0,189
40804,Kings XI Punjab,Rajasthan Royals,Jaipur,68,49,5,5.746478873239437,29.0,124
42488,Mumbai Indians,Kings XI Punjab,Mumbai,37,83,9,6.0,31.0,174
12528,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,61,82,8,9.631578947368421,46.0,159
51706,Mumbai Indians,Chennai Super Kings,Mumbai,84,48,6,7.0,48.0,183
15904,Kings XI Punjab,Sunrisers Hyderabad,Dubai,47,85,9,8.057142857142857,43.0,126
40107,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,121,7,4,6.424778761061947,36.0,130
38914,Mumbai Indians,Kolkata Knight Riders,Kolkata,69,65,9,7.527272727272727,36.0,182
36115,Chennai Super Kings,Mumbai Indians,Chennai,102,18,3,6.0,18.0,112
47910,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,193,3,3,9.897435897435898,54.0,198
36206,Rajasthan Royals,Kings XI Punjab,Jaipur,93,50,8,7.9714285714285715,32.0,191
45181,Mumbai Indians,Chennai Super Kings,Kolkata,76,46,6,6.162162162162162,33.0,148
38309,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,82,48,9,6.833333333333333,45.0,158
14450,Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,87,47,7,7.1506849315068495,27.0,175
43278,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,80,41,7,6.075949367088608,28.0,161
37176,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,61,66,9,6.777777777777778,32.0,124
22259,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,37,78,8,5.285714285714286,28.0,131
4944,Chennai Super Kings,Mumbai Indians,Pune,145,14,6,8.20754716981132,45.0,169
47131,Chennai Super Kings,Kolkata Knight Riders,Ranchi,108,42,8,8.307692307692308,49.0,148
4469,Mumbai Indians,Rajasthan Royals,Jaipur,165,1,3,8.319327731092438,31.0,167
23648,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,71,56,8,6.65625,36.0,178
5279,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,111,45,8,8.88,58.0,167
42258,Chennai Super Kings,Kolkata Knight Riders,Chennai,96,66,10,10.666666666666666,56.0,200
2584,Kolkata Knight Riders,Mumbai Indians,Bangalore,86,33,5,5.931034482758621,47.0,107
47320,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,47,83,8,7.621621621621622,42.0,155
3775,Mumbai Indians,Royal Challengers Bangalore,Mumbai,85,65,8,9.272727272727273,39.0,213
37713,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,124,22,7,7.591836734693878,57.0,189
56274,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,73,43,6,5.688311688311688,30.0,142
41680,Kolkata Knight Riders,Mumbai Indians,Kolkata,113,28,7,7.369565217391305,28.0,159
14489,Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,144,10,3,7.8545454545454545,38.0,175
33866,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,59,77,9,8.232558139534884,26.0,171
39188,Kolkata Knight Riders,Chennai Super Kings,Kolkata,102,44,8,8.052631578947368,35.0,158
32792,Chennai Super Kings,Mumbai Indians,Mumbai,65,56,8,6.09375,27.0,168
12832,Rajasthan Royals,Delhi Capitals,Jaipur,157,26,8,10.02127659574468,51.0,191
5119,Royal Challengers Bangalore,Kolkata Knight Riders,Bengaluru,45,80,10,6.75,36.0,175
43255,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,62,63,8,6.526315789473684,32.0,161
24625,Chennai Super Kings,Kings XI Punjab,Chennai,124,41,7,9.417721518987342,55.0,181
51995,Chennai Super Kings,Rajasthan Royals,Ahmedabad,149,6,6,7.842105263157895,49.0,156
36686,Royal Challengers Bangalore,Chennai Super Kings,Chennai,92,63,9,9.68421052631579,40.0,205
33881,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,71,63,9,7.473684210526316,27.0,171
46748,Royal Challengers Bangalore,Kings XI Punjab,Dubai,74,56,5,6.9375,30.0,124
15936,Kings XI Punjab,Sunrisers Hyderabad,Dubai,69,54,7,6.2727272727272725,21.0,126
16175,Delhi Capitals,Rajasthan Royals,Sharjah,78,66,7,8.666666666666666,36.0,184
41992,Sunrisers Hyderabad,Rajasthan Royals,Jaipur,31,80,4,4.65,24.0,144
45161,Mumbai Indians,Chennai Super Kings,Kolkata,50,65,7,5.454545454545454,28.0,148
40527,Royal Challengers Bangalore,Chennai Super Kings,Chennai,44,74,9,5.739130434782608,38.0,165
50977,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,108,37,8,7.807228915662651,38.0,177
15073,Delhi Capitals,Chennai Super Kings,Visakhapatnam,77,49,6,6.507042253521127,33.0,147
48387,Rajasthan Royals,Chennai Super Kings,Ranchi,122,22,6,7.469387755102041,31.0,148
52920,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,60,79,8,8.78048780487805,50.0,150
57157,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,146,28,9,9.521739130434783,62.0,194
46177,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,90,49,6,7.605633802816901,33.0,150
43770,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,70,51,5,6.086956521739131,27.0,150
40081,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,93,32,6,6.340909090909091,39.0,130
56501,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,52,65,8,5.672727272727273,25.0,138
34964,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,36,89,10,6.967741935483871,35.0,146
30291,Rajasthan Royals,Kings XI Punjab,Chandigarh,93,54,8,8.454545454545455,38.0,183
1789,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,49,78,7,7.0,36.0,158
37047,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,52,73,10,6.638297872340425,41.0,195
54851,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,83,79,6,12.146341463414634,49.0,106
28214,Kings XI Punjab,Mumbai Indians,Centurion,102,18,3,6.0,22.0,119
21338,Mumbai Indians,Rajasthan Royals,Abu Dhabi,167,8,5,8.946428571428571,60.0,195
52865,Chennai Super Kings,Kings XI Punjab,Chennai,165,14,7,9.339622641509434,43.0,192
29938,Kings XI Punjab,Chennai Super Kings,Chennai,98,31,6,6.606741573033708,39.0,136
36683,Royal Challengers Bangalore,Chennai Super Kings,Chennai,90,65,9,9.818181818181818,45.0,205
16811,Royal Challengers Bangalore,Delhi Capitals,Abu Dhabi,65,57,9,6.190476190476191,30.0,152
54132,Sunrisers Hyderabad,Rajasthan Royals,Mumbai,91,54,8,8.272727272727273,35.0,201
32895,Chennai Super Kings,Kolkata Knight Riders,Chennai,58,77,9,8.093023255813954,46.0,153
24744,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,86,46,6,6.972972972972973,30.0,143
45385,Chennai Super Kings,Kings XI Punjab,Abu Dhabi,51,91,10,10.551724137931034,48.0,205
40823,Kings XI Punjab,Rajasthan Royals,Jaipur,88,30,4,5.866666666666666,31.0,124
19805,Delhi Capitals,Mumbai Indians,Abu Dhabi,84,55,8,7.753846153846154,38.0,162
14040,Mumbai Indians,Sunrisers Hyderabad,Mumbai,36,89,10,6.967741935483871,32.0,162
35211,Mumbai Indians,Rajasthan Royals,Mumbai,68,45,7,5.44,35.0,133
46043,Chennai Super Kings,Rajasthan Royals,Dubai,74,55,6,6.8307692307692305,27.0,140
15347,Delhi Capitals,Kings XI Punjab,Dubai,96,25,5,6.063157894736842,36.0,157
13280,Mumbai Indians,Chennai Super Kings,Chennai,66,71,9,8.081632653061224,42.0,155
53533,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,137,34,7,9.55813953488372,32.0,192
12553,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,82,57,6,7.809523809523809,27.0,159
41940,Kings XI Punjab,Kolkata Knight Riders,Kolkata,129,11,5,7.10091743119266,30.0,149
26915,Kolkata Knight Riders,Royal Challengers Bangalore,Durban,45,85,8,7.714285714285714,42.0,139
8193,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,59,82,10,9.31578947368421,47.0,181
42612,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,33,86,8,5.823529411764706,27.0,129
51844,Kings XI Punjab,Kolkata Knight Riders,Pune,108,35,5,7.623529411764705,35.0,155
26925,Kolkata Knight Riders,Royal Challengers Bangalore,Durban,53,75,8,7.066666666666666,35.0,139
39839,Royal Challengers Bangalore,Mumbai Indians,Bangalore,106,26,5,6.76595744680851,32.0,156
14952,Sunrisers Hyderabad,Delhi Capitals,Visakhapatnam,86,44,8,6.7894736842105265,22.0,162
53191,Chennai Super Kings,Kolkata Knight Riders,Chennai,73,57,7,6.9523809523809526,24.0,134
26957,Kolkata Knight Riders,Royal Challengers Bangalore,Durban,79,43,6,6.1558441558441555,26.0,139
7577,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,46,85,7,7.885714285714286,38.0,139
51966,Chennai Super Kings,Rajasthan Royals,Ahmedabad,101,35,6,7.129411764705883,35.0,156
9472,Chennai Super Kings,Rajasthan Royals,Chennai,82,43,7,6.3896103896103895,44.0,175
23447,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,130,8,3,6.964285714285714,40.0,135
11328,Mumbai Indians,Rajasthan Royals,Mumbai,114,44,9,9.0,48.0,187
53167,Chennai Super Kings,Kolkata Knight Riders,Chennai,54,81,9,8.307692307692308,44.0,134
41994,Sunrisers Hyderabad,Rajasthan Royals,Jaipur,33,78,4,4.714285714285714,25.0,144
26173,Kings XI Punjab,Chennai Super Kings,Mumbai,35,82,6,5.526315789473684,27.0,112
6239,Mumbai Indians,Kolkata Knight Riders,Kolkata,60,69,9,7.0588235294117645,35.0,210
3413,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,81,53,7,7.253731343283582,32.0,138
30973,Royal Challengers Bangalore,Chennai Super Kings,Chennai,144,7,6,7.646017699115045,30.0,161
13472,Sunrisers Hyderabad,Rajasthan Royals,Jaipur,147,3,2,7.538461538461538,30.0,160
962,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,86,42,7,6.615384615384615,44.0,159
48076,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,33,81,9,5.076923076923077,29.0,190
37573,Mumbai Indians,Kings XI Punjab,Mumbai,108,37,8,7.807228915662651,53.0,163
47224,Kings XI Punjab,Mumbai Indians,Mumbai,75,56,8,7.03125,39.0,168
35717,Kolkata Knight Riders,Mumbai Indians,Mumbai,87,35,5,6.141176470588236,43.0,147
58081,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,52,83,9,8.432432432432432,44.0,183
53600,Mumbai Indians,Kings XI Punjab,Chandigarh,47,88,10,8.8125,43.0,172
